bulkyItems,electronicWaste,illegalDumpingPickup,metalHouseholdAppliances,duration,healthStatus
0,1,0,0,3,3
1,0,0,0,6,3
1,0,0,0,6,3
0,1,0,0,6,3
1,0,0,0,6,3
0,0,1,0,3,3
0,0,1,0,13,3
1,0,0,0,3,3
1,0,0,0,6,3
0,0,1,0,21,3
0,0,1,0,6,3
0,0,1,0,7,2
1,0,0,0,3,3
1,0,0,0,7,3
1,0,0,0,3,3
0,0,1,0,5,1
1,0,0,0,3,1
1,0,0,0,4,2
0,0,1,0,3,1
1,0,0,0,3,3
1,0,0,0,7,3
0,1,0,0,5,1
0,0,1,0,26,3
0,0,1,0,5,3
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,6,1
0,1,0,0,5,3
0,0,1,0,5,1
1,0,0,0,7,1
0,0,1,0,7,2
1,0,0,0,5,1
1,0,0,0,6,3
1,0,0,0,6,3
1,0,0,0,4,2
0,1,0,0,5,3
0,0,1,0,4,2
0,0,1,0,4,1
1,0,0,0,26,3
1,0,0,0,4,2
1,0,0,0,4,1
1,0,0,0,5,3
1,0,0,0,5,3
1,0,0,0,7,2
1,0,0,0,7,2
0,0,0,1,6,3
1,0,0,0,6,2
0,0,1,0,3,3
0,1,0,0,3,3
1,0,0,0,6,1
1,0,0,0,6,2
1,0,0,0,7,1
0,0,1,0,7,2
1,0,0,0,7,2
1,0,0,0,6,2
1,0,0,0,7,1
1,0,0,0,7,1
0,0,1,0,5,2
0,0,1,0,7,3
0,0,0,1,4,3
1,0,0,0,5,3
1,0,0,0,7,1
0,0,0,1,7,2
1,0,0,0,4,3
1,0,0,0,4,3
0,0,1,0,4,3
1,0,0,0,3,3
1,0,0,0,7,2
1,0,0,0,7,2
1,0,0,0,26,3
1,0,0,0,4,3
1,0,0,0,4,3
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,7,1
0,1,0,0,5,3
0,0,1,0,4,2
1,0,0,0,6,2
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,5,3
1,0,0,0,6,3
0,0,1,0,5,3
1,0,0,0,6,1
0,1,0,0,7,2
0,1,0,0,4,2
0,0,1,0,7,3
0,0,1,0,5,3
1,0,0,0,7,1
1,0,0,0,0,3
1,0,0,0,6,1
1,0,0,0,3,2
1,0,0,0,3,1
0,0,0,1,6,2
1,0,0,0,0,3
0,0,1,0,4,2
1,0,0,0,7,3
1,0,0,0,7,3
1,0,0,0,5,1
1,0,0,0,6,3
1,0,0,0,0,3
1,0,0,0,7,2
1,0,0,0,7,2
1,0,0,0,5,1
1,0,0,0,7,2
1,0,0,0,3,3
1,0,0,0,6,3
1,0,0,0,3,3
1,0,0,0,3,3
0,1,0,0,5,3
0,1,0,0,6,3
1,0,0,0,5,3
1,0,0,0,7,3
1,0,0,0,3,3
0,0,1,0,5,3
1,0,0,0,4,3
1,0,0,0,4,3
0,0,0,1,3,1
1,0,0,0,6,1
0,0,1,0,7,3
1,0,0,0,5,3
1,0,0,0,5,3
1,0,0,0,7,1
1,0,0,0,10,3
1,0,0,0,7,1
1,0,0,0,3,2
0,0,1,0,5,3
1,0,0,0,5,3
1,0,0,0,5,3
1,0,0,0,7,2
1,0,0,0,4,3
1,0,0,0,3,3
1,0,0,0,3,1
0,0,0,1,6,2
1,0,0,0,3,3
1,0,0,0,5,1
0,0,1,0,3,3
1,0,0,0,3,3
0,0,1,0,4,2
0,0,1,0,3,3
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,7,3
1,0,0,0,3,3
0,1,0,0,3,3
0,0,1,0,6,3
0,0,1,0,4,1
1,0,0,0,5,3
1,0,0,0,6,2
1,0,0,0,7,2
0,0,1,0,4,1
1,0,0,0,4,3
1,0,0,0,3,3
0,0,1,0,5,2
0,0,1,0,3,3
1,0,0,0,4,2
1,0,0,0,4,2
1,0,0,0,6,2
0,0,1,0,7,1
1,0,0,0,3,1
0,0,1,0,5,3
0,0,1,0,0,3
0,1,0,0,4,1
1,0,0,0,4,3
1,0,0,0,7,2
1,0,0,0,3,3
1,0,0,0,3,1
1,0,0,0,26,3
1,0,0,0,3,1
1,0,0,0,3,1
0,1,0,0,5,1
0,0,1,0,7,3
1,0,0,0,3,1
1,0,0,0,3,1
1,0,0,0,7,1
1,0,0,0,7,2
1,0,0,0,6,3
1,0,0,0,6,3
1,0,0,0,6,2
0,0,1,0,6,2
1,0,0,0,7,2
1,0,0,0,4,3
0,0,1,0,7,1
0,0,1,0,6,2
1,0,0,0,5,1
0,0,1,0,5,1
1,0,0,0,4,3
0,0,1,0,7,2
0,0,1,0,6,2
0,0,1,0,4,2
0,0,1,0,7,1
1,0,0,0,3,2
1,0,0,0,5,3
1,0,0,0,4,2
1,0,0,0,3,1
1,0,0,0,3,3
1,0,0,0,6,3
1,0,0,0,4,1
1,0,0,0,3,3
1,0,0,0,5,3
1,0,0,0,3,1
1,0,0,0,6,3
1,0,0,0,5,3
0,0,1,0,5,1
1,0,0,0,3,3
1,0,0,0,6,3
1,0,0,0,7,3
1,0,0,0,3,3
1,0,0,0,5,3
0,0,1,0,7,3
1,0,0,0,5,3
1,0,0,0,7,3
0,0,1,0,4,3
0,0,1,0,7,3
1,0,0,0,7,3
1,0,0,0,3,3
1,0,0,0,3,3
0,0,1,0,7,3
0,0,1,0,3,3
0,0,1,0,4,2
1,0,0,0,3,3
0,0,1,0,6,3
0,0,1,0,6,3
0,0,1,0,6,1
1,0,0,0,5,3
0,0,0,1,5,1
1,0,0,0,5,3
1,0,0,0,5,1
1,0,0,0,6,3
1,0,0,0,6,3
1,0,0,0,5,3
1,0,0,0,6,3
0,1,0,0,5,3
1,0,0,0,18,3
1,0,0,0,6,2
0,1,0,0,6,2
1,0,0,0,5,3
1,0,0,0,6,3
0,0,1,0,6,3
0,0,1,0,4,2
1,0,0,0,6,2
1,0,0,0,4,2
0,1,0,0,4,2
1,0,0,0,5,3
1,0,0,0,7,3
1,0,0,0,3,1
1,0,0,0,4,3
1,0,0,0,3,3
1,0,0,0,3,1
0,0,0,1,7,1
0,0,1,0,4,3
1,0,0,0,6,2
1,0,0,0,7,1
1,0,0,0,5,2
1,0,0,0,6,1
1,0,0,0,4,3
1,0,0,0,4,3
0,0,1,0,6,3
1,0,0,0,3,3
1,0,0,0,4,1
1,0,0,0,4,1
1,0,0,0,7,2
1,0,0,0,7,2
1,0,0,0,5,3
1,0,0,0,3,1
1,0,0,0,3,3
0,0,1,0,4,1
1,0,0,0,4,1
0,0,1,0,6,3
0,0,1,0,26,3
1,0,0,0,3,1
1,0,0,0,3,3
1,0,0,0,6,3
0,0,1,0,26,3
0,0,1,0,4,1
1,0,0,0,7,1
0,0,1,0,6,3
1,0,0,0,3,3
0,0,1,0,5,1
1,0,0,0,7,1
1,0,0,0,5,3
1,0,0,0,3,2
1,0,0,0,3,3
0,0,1,0,5,3
0,0,1,0,5,1
1,0,0,0,4,2
1,0,0,0,4,2
1,0,0,0,3,3
1,0,0,0,3,1
1,0,0,0,3,3
0,0,1,0,10,3
1,0,0,0,7,2
0,0,1,0,7,2
1,0,0,0,6,3
1,0,0,0,4,2
0,0,1,0,6,3
0,0,1,0,5,3
0,1,0,0,6,3
1,0,0,0,3,3
1,0,0,0,3,1
0,0,1,0,6,3
0,0,1,0,3,3
0,0,1,0,5,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
0,0,1,0,6,3
0,0,1,0,6,3
1,0,0,0,4,2
1,0,0,0,2,2
0,0,1,0,2,1
1,0,0,0,5,3
1,0,0,0,5,3
0,0,1,0,5,3
1,0,0,0,3,3
1,0,0,0,5,2
1,0,0,0,5,2
0,0,0,1,4,3
1,0,0,0,5,2
1,0,0,0,5,2
1,0,0,0,2,3
0,0,1,0,4,3
1,0,0,0,6,1
1,0,0,0,2,2
0,0,1,0,5,2
0,0,1,0,3,1
1,0,0,0,2,1
0,0,0,1,2,1
0,0,1,0,5,1
0,0,1,0,6,3
0,0,1,0,4,3
0,0,1,0,4,3
0,0,1,0,3,1
1,0,0,0,2,1
1,0,0,0,3,1
1,0,0,0,3,1
1,0,0,0,2,1
1,0,0,0,6,3
1,0,0,0,5,3
1,0,0,0,5,3
0,0,1,0,5,3
1,0,0,0,2,3
1,0,0,0,3,3
1,0,0,0,4,3
0,0,1,0,4,1
1,0,0,0,2,3
1,0,0,0,2,3
0,1,0,0,2,3
1,0,0,0,5,3
1,0,0,0,2,1
0,0,1,0,2,1
0,0,1,0,9,3
1,0,0,0,3,2
0,0,1,0,3,2
1,0,0,0,2,3
1,0,0,0,2,1
0,0,1,0,3,2
0,0,1,0,2,1
1,0,0,0,5,2
1,0,0,0,5,3
1,0,0,0,3,2
1,0,0,0,2,1
1,0,0,0,3,3
1,0,0,0,6,3
0,0,1,0,3,1
1,0,0,0,6,1
1,0,0,0,2,2
0,0,1,0,3,3
1,0,0,0,6,1
1,0,0,0,3,3
1,0,0,0,2,3
0,0,1,0,2,3
0,0,1,0,25,3
1,0,0,0,5,3
0,0,1,0,5,3
0,0,0,1,6,1
0,1,0,0,3,3
0,0,0,1,3,3
0,1,0,0,3,3
1,0,0,0,3,3
1,0,0,0,6,3
1,0,0,0,4,1
1,0,0,0,4,1
0,0,1,0,6,3
1,0,0,0,6,1
1,0,0,0,2,3
0,0,1,0,3,2
1,0,0,0,3,2
0,0,1,0,6,2
1,0,0,0,5,3
1,0,0,0,6,1
1,0,0,0,5,3
1,0,0,0,6,3
1,0,0,0,6,1
1,0,0,0,6,3
0,1,0,0,5,3
0,0,1,0,6,3
0,0,1,0,6,2
0,0,1,0,25,3
1,0,0,0,6,1
1,0,0,0,6,1
1,0,0,0,6,1
0,1,0,0,6,1
0,0,1,0,6,1
1,0,0,0,6,1
1,0,0,0,6,3
1,0,0,0,3,1
0,1,0,0,5,3
0,0,0,1,6,3
1,0,0,0,6,1
1,0,0,0,6,1
0,0,1,0,6,1
1,0,0,0,5,3
1,0,0,0,4,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,6,1
1,0,0,0,25,1
1,0,0,0,2,3
1,0,0,0,4,3
1,0,0,0,2,3
1,0,0,0,6,3
1,0,0,0,2,2
0,0,1,0,2,2
1,0,0,0,3,3
1,0,0,0,3,3
0,0,1,0,3,3
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,3,2
1,0,0,0,3,3
0,0,1,0,2,3
0,0,1,0,3,3
0,0,0,1,4,3
1,0,0,0,6,3
1,0,0,0,6,2
0,0,1,0,6,3
1,0,0,0,5,3
1,0,0,0,5,3
1,0,0,0,5,3
1,0,0,0,5,3
0,0,1,0,5,3
1,0,0,0,5,3
0,0,0,1,5,3
1,0,0,0,5,3
0,0,1,0,4,3
1,0,0,0,2,3
0,0,1,0,4,3
1,0,0,0,2,3
1,0,0,0,4,3
0,0,1,0,2,3
1,0,0,0,6,1
1,0,0,0,25,3
0,0,1,0,25,3
1,0,0,0,6,2
0,0,1,0,25,3
1,0,0,0,4,3
1,0,0,0,3,2
1,0,0,0,3,2
1,0,0,0,5,3
0,0,1,0,3,2
1,0,0,0,3,3
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,2,1
0,0,1,0,6,1
1,0,0,0,25,2
0,0,1,0,25,2
0,0,1,0,2,2
0,1,0,0,5,2
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,4,1
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,2,2
0,0,1,0,3,2
1,0,0,0,2,2
0,0,1,0,4,3
0,0,1,0,2,2
0,0,1,0,2,3
0,0,1,0,5,3
0,0,1,0,2,2
1,0,0,0,2,1
1,0,0,0,2,1
1,0,0,0,2,3
0,1,0,0,4,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,2
1,0,0,0,2,2
0,0,1,0,5,1
1,0,0,0,5,3
1,0,0,0,1,3
1,0,0,0,4,2
1,0,0,0,1,3
1,0,0,0,1,1
1,0,0,0,4,3
1,0,0,0,5,2
0,0,1,0,1,1
1,0,0,0,3,2
1,0,0,0,1,1
1,0,0,0,3,1
1,0,0,0,1,1
0,0,1,0,1,1
1,0,0,0,5,2
1,0,0,0,1,2
0,1,0,0,3,3
1,0,0,0,1,3
1,0,0,0,1,3
0,0,1,0,1,3
1,0,0,0,1,1
1,0,0,0,3,3
1,0,0,0,4,1
0,0,1,0,5,2
1,0,0,0,4,3
0,1,0,0,4,3
0,0,1,0,4,3
1,0,0,0,4,3
0,0,0,1,4,3
1,0,0,0,5,2
1,0,0,0,1,3
1,0,0,0,8,2
1,0,0,0,1,3
0,1,0,0,3,3
0,0,1,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
0,1,0,0,2,3
1,0,0,0,2,3
0,0,0,1,2,3
1,0,0,0,2,1
1,0,0,0,2,2
1,0,0,0,1,1
1,0,0,0,2,2
1,0,0,0,2,2
0,1,0,0,2,2
1,0,0,0,2,2
0,0,1,0,2,2
1,0,0,0,4,2
1,0,0,0,4,2
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,1,2
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,2,3
1,0,0,0,2,3
0,1,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,1,3
0,1,0,0,3,3
1,0,0,0,3,3
1,0,0,0,1,3
0,0,0,1,1,3
1,0,0,0,2,3
0,0,1,0,2,1
0,0,1,0,4,2
1,0,0,0,1,3
0,1,0,0,1,3
1,0,0,0,1,3
0,1,0,0,5,3
1,0,0,0,1,3
0,0,1,0,1,3
0,0,0,1,18,1
0,0,1,0,7,3
0,0,1,0,3,1
1,0,0,0,3,2
1,0,0,0,4,2
1,0,0,0,3,1
1,0,0,0,7,3
0,0,1,0,3,1
0,0,1,0,1,3
1,0,0,0,3,2
1,0,0,0,1,2
0,0,1,0,4,2
1,0,0,0,2,3
1,0,0,0,4,2
1,0,0,0,4,1
1,0,0,0,2,3
0,0,0,1,3,2
1,0,0,0,2,3
1,0,0,0,7,3
1,0,0,0,3,1
1,0,0,0,7,3
0,0,1,0,7,3
1,0,0,0,3,3
1,0,0,0,1,2
1,0,0,0,4,2
0,0,1,0,4,1
0,0,1,0,1,2
1,0,0,0,1,2
1,0,0,0,7,1
1,0,0,0,3,1
0,0,1,0,3,1
1,0,0,0,3,1
1,0,0,0,3,3
0,0,1,0,7,3
0,1,0,0,2,3
0,0,1,0,23,3
1,0,0,0,2,3
0,0,1,0,2,3
0,1,0,0,1,2
1,0,0,0,1,2
0,0,1,0,23,2
1,0,0,0,23,2
1,0,0,0,7,3
1,0,0,0,3,3
1,0,0,0,3,3
0,0,1,0,2,3
0,1,0,0,7,1
1,0,0,0,3,3
1,0,0,0,4,3
0,1,0,0,3,2
0,0,1,0,3,3
1,0,0,0,4,3
1,0,0,0,3,2
0,0,1,0,7,1
0,0,1,0,1,2
0,1,0,0,1,2
1,0,0,0,2,3
1,0,0,0,4,3
0,0,1,0,4,1
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,2,1
0,0,1,0,7,1
1,0,0,0,3,3
1,0,0,0,1,2
0,0,1,0,3,1
1,0,0,0,1,3
1,0,0,0,1,3
1,0,0,0,1,3
1,0,0,0,3,2
1,0,0,0,2,1
1,0,0,0,1,2
0,0,1,0,3,3
0,0,1,0,4,3
1,0,0,0,3,2
1,0,0,0,2,1
1,0,0,0,3,2
0,0,1,0,1,2
1,0,0,0,7,3
0,0,1,0,1,2
1,0,0,0,7,2
1,0,0,0,4,2
1,0,0,0,3,2
1,0,0,0,3,3
0,1,0,0,3,2
1,0,0,0,8,1
0,0,0,1,1,1
1,0,0,0,1,1
1,0,0,0,4,1
1,0,0,0,1,2
1,0,0,0,4,3
1,0,0,0,4,3
1,0,0,0,4,3
0,0,1,0,23,1
0,0,1,0,1,2
1,0,0,0,7,1
0,0,1,0,2,1
1,0,0,0,3,3
0,0,1,0,1,2
1,0,0,0,3,2
0,0,1,0,1,2
1,0,0,0,2,3
0,1,0,0,23,3
1,0,0,0,1,2
0,0,1,0,3,1
1,0,0,0,5,3
0,0,1,0,3,3
0,0,1,0,1,2
1,0,0,0,7,3
0,0,1,0,1,3
1,0,0,0,1,3
1,0,0,0,1,2
0,0,1,0,1,2
1,0,0,0,1,2
0,0,1,0,7,3
1,0,0,0,1,2
1,0,0,0,2,3
1,0,0,0,1,2
0,0,1,0,7,3
1,0,0,0,2,3
0,0,1,0,3,3
1,0,0,0,7,3
1,0,0,0,1,2
0,0,1,0,3,3
1,0,0,0,3,3
1,0,0,0,2,1
1,0,0,0,3,1
1,0,0,0,1,1
1,0,0,0,1,1
0,0,0,1,3,3
0,0,1,0,4,3
1,0,0,0,3,1
1,0,0,0,3,2
1,0,0,0,1,1
0,0,0,1,1,1
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,1,1
0,0,1,0,4,1
0,0,1,0,2,3
1,0,0,0,2,3
0,0,1,0,4,1
1,0,0,0,1,3
1,0,0,0,2,1
1,0,0,0,4,1
0,0,1,0,3,2
0,0,1,0,4,2
1,0,0,0,4,2
1,0,0,0,2,3
1,0,0,0,2,1
1,0,0,0,1,3
0,0,1,0,7,3
1,0,0,0,3,3
1,0,0,0,1,2
1,0,0,0,3,3
0,0,1,0,4,1
0,1,0,0,2,3
0,0,1,0,3,3
1,0,0,0,1,1
0,0,1,0,3,3
1,0,0,0,3,3
0,0,1,0,4,3
1,0,0,0,4,1
1,0,0,0,4,1
0,0,1,0,7,3
1,0,0,0,2,1
1,0,0,0,7,3
1,0,0,0,7,3
1,0,0,0,3,2
1,0,0,0,4,1
1,0,0,0,1,2
1,0,0,0,1,3
1,0,0,0,7,1
0,0,1,0,3,3
1,0,0,0,4,1
1,0,0,0,7,2
1,0,0,0,3,3
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,3,3
1,0,0,0,2,3
1,0,0,0,3,3
1,0,0,0,1,2
1,0,0,0,1,3
1,0,0,0,1,3
0,0,1,0,7,1
0,0,1,0,3,3
1,0,0,0,7,3
0,0,1,0,2,1
1,0,0,0,7,1
1,0,0,0,3,3
1,0,0,0,7,3
1,0,0,0,3,3
0,0,1,0,3,3
1,0,0,0,3,3
0,0,1,0,1,1
0,0,0,1,1,3
1,0,0,0,1,3
0,0,1,0,7,1
1,0,0,0,3,2
1,0,0,0,4,2
1,0,0,0,3,2
1,0,0,0,2,3
0,0,1,0,7,1
0,0,0,1,2,3
1,0,0,0,1,2
1,0,0,0,4,1
0,0,1,0,3,2
1,0,0,0,4,2
0,0,1,0,4,1
1,0,0,0,2,2
0,0,1,0,1,3
1,0,0,0,1,2
0,0,1,0,4,3
1,0,0,0,4,3
1,0,0,0,1,1
0,0,1,0,4,1
1,0,0,0,3,3
1,0,0,0,7,2
1,0,0,0,2,3
0,0,1,0,7,3
1,0,0,0,2,3
1,0,0,0,1,2
1,0,0,0,4,1
0,0,1,0,4,3
1,0,0,0,7,3
1,0,0,0,3,3
1,0,0,0,2,3
0,0,1,0,1,2
1,0,0,0,2,3
1,0,0,0,3,3
1,0,0,0,2,3
1,0,0,0,3,2
1,0,0,0,7,3
0,0,1,0,1,1
1,0,0,0,1,3
1,0,0,0,2,3
0,0,1,0,7,1
0,0,1,0,23,1
1,0,0,0,2,3
1,0,0,0,1,2
1,0,0,0,3,2
0,0,1,0,3,1
1,0,0,0,2,3
1,0,0,0,7,3
0,0,1,0,7,1
0,1,0,0,3,3
1,0,0,0,1,1
1,0,0,0,2,3
0,0,0,1,4,3
1,0,0,0,1,1
0,0,1,0,3,2
0,0,1,0,2,3
1,0,0,0,3,2
0,0,1,0,23,1
1,0,0,0,4,3
1,0,0,0,1,2
0,1,0,0,3,3
0,1,0,0,3,2
1,0,0,0,3,2
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,4,3
0,0,1,0,1,2
1,0,0,0,4,1
1,0,0,0,4,3
1,0,0,0,3,2
1,0,0,0,19,3
1,0,0,0,4,2
1,0,0,0,2,3
1,0,0,0,1,2
1,0,0,0,4,3
0,1,0,0,3,2
0,1,0,0,3,2
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,7,3
1,0,0,0,2,1
1,0,0,0,1,3
1,0,0,0,2,3
0,0,1,0,1,2
1,0,0,0,3,2
1,0,0,0,2,3
0,0,1,0,4,2
1,0,0,0,7,2
1,0,0,0,1,1
0,1,0,0,3,3
1,0,0,0,7,2
1,0,0,0,1,2
0,0,1,0,3,2
1,0,0,0,2,3
1,0,0,0,2,1
0,0,1,0,3,3
0,0,1,0,23,2
1,0,0,0,3,1
1,0,0,0,1,2
1,0,0,0,3,1
1,0,0,0,1,3
0,0,1,0,1,2
0,1,0,0,2,3
1,0,0,0,3,2
0,0,0,1,4,1
1,0,0,0,1,3
0,0,1,0,3,2
0,0,1,0,23,3
1,0,0,0,1,1
0,0,1,0,3,3
0,0,0,1,1,3
0,1,0,0,2,3
1,0,0,0,3,2
1,0,0,0,2,1
1,0,0,0,7,3
1,0,0,0,2,3
1,0,0,0,1,3
1,0,0,0,2,3
1,0,0,0,1,3
1,0,0,0,1,3
0,0,1,0,2,1
0,0,1,0,23,1
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,3,3
0,1,0,0,3,3
1,0,0,0,5,3
0,0,1,0,3,3
1,0,0,0,3,2
1,0,0,0,3,1
1,0,0,0,3,2
1,0,0,0,3,3
1,0,0,0,3,1
1,0,0,0,1,2
0,0,1,0,2,3
0,1,0,0,1,2
1,0,0,0,3,3
1,0,0,0,1,2
1,0,0,0,2,3
1,0,0,0,7,3
1,0,0,0,2,3
1,0,0,0,2,3
0,1,0,0,3,1
0,1,0,0,7,1
1,0,0,0,7,1
1,0,0,0,2,1
0,0,1,0,1,2
0,0,0,1,7,1
1,0,0,0,7,1
0,0,1,0,3,2
0,0,1,0,23,3
1,0,0,0,23,3
1,0,0,0,3,2
1,0,0,0,7,3
1,0,0,0,2,3
1,0,0,0,11,3
1,0,0,0,3,3
1,0,0,0,0,2
0,1,0,0,0,2
1,0,0,0,9,3
0,1,0,0,1,2
1,0,0,0,1,2
1,0,0,0,0,2
0,1,0,0,4,1
1,0,0,0,0,2
0,0,1,0,7,3
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,1,2
0,1,0,0,1,2
0,0,1,0,1,2
1,0,0,0,1,2
1,0,0,0,1,2
0,0,1,0,1,2
1,0,0,0,1,2
0,0,1,0,1,2
1,0,0,0,1,2
0,0,1,0,1,2
0,1,0,0,1,2
0,0,1,0,3,1
1,0,0,0,1,2
1,0,0,0,1,2
0,0,1,0,1,2
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,1,2
0,0,1,0,4,3
1,0,0,0,1,3
0,0,1,0,1,3
1,0,0,0,1,2
1,0,0,0,4,3
1,0,0,0,4,1
1,0,0,0,4,1
1,0,0,0,23,1
0,0,1,0,4,1
1,0,0,0,4,1
0,0,0,1,2,1
1,0,0,0,4,1
1,0,0,0,4,1
1,0,0,0,4,1
1,0,0,0,5,3
1,0,0,0,4,1
1,0,0,0,4,1
1,0,0,0,4,1
1,0,0,0,7,3
1,0,0,0,7,3
0,1,0,0,7,3
1,0,0,0,3,3
1,0,0,0,2,3
0,1,0,0,4,1
0,0,1,0,2,3
1,0,0,0,3,3
1,0,0,0,1,1
1,0,0,0,1,1
0,0,1,0,1,1
1,0,0,0,1,2
1,0,0,0,7,3
0,1,0,0,2,3
0,0,1,0,3,3
1,0,0,0,7,3
0,0,1,0,4,3
0,0,1,0,22,3
1,0,0,0,7,3
1,0,0,0,2,1
0,0,1,0,7,2
1,0,0,0,2,1
1,0,0,0,7,3
1,0,0,0,3,1
0,0,1,0,2,3
1,0,0,0,2,3
1,0,0,0,2,3
1,0,0,0,7,3
1,0,0,0,2,3
0,0,1,0,2,3
0,1,0,0,2,3
1,0,0,0,7,3
0,1,0,0,1,2
1,0,0,0,1,1
1,0,0,0,1,2
1,0,0,0,2,3
0,1,0,0,1,1
0,0,0,1,1,1
1,0,0,0,3,3
1,0,0,0,2,1
1,0,0,0,1,2
1,0,0,0,1,2
0,0,0,1,2,3
1,0,0,0,2,1
1,0,0,0,2,1
1,0,0,0,2,2
0,0,1,0,4,3
1,0,0,0,2,3
1,0,0,0,1,3
1,0,0,0,1,1
0,1,0,0,2,3
0,0,1,0,2,3
1,0,0,0,3,2
1,0,0,0,3,2
1,0,0,0,3,3
1,0,0,0,2,3
1,0,0,0,3,3
1,0,0,0,3,3
1,0,0,0,4,3
1,0,0,0,3,3
0,1,0,0,2,3
1,0,0,0,2,3
0,1,0,0,2,3
1,0,0,0,3,3
0,1,0,0,3,3
1,0,0,0,1,2
0,0,1,0,23,1
1,0,0,0,2,3
1,0,0,0,4,3
1,0,0,0,2,3
1,0,0,0,1,3
1,0,0,0,4,3
1,0,0,0,2,3
0,0,1,0,1,2
1,0,0,0,2,1
0,0,1,0,7,1
0,0,1,0,2,3
0,1,0,0,2,1
0,1,0,0,2,1
0,0,1,0,1,3
1,0,0,0,1,3
1,0,0,0,2,1
0,0,1,0,1,3
0,0,1,0,1,3
1,0,0,0,1,3
0,0,1,0,1,2
1,0,0,0,2,1
0,0,1,0,3,1
1,0,0,0,2,1
1,0,0,0,4,3
0,0,1,0,3,2
1,0,0,0,2,1
1,0,0,0,4,1
1,0,0,0,4,1
1,0,0,0,1,3
1,0,0,0,2,1
0,0,0,1,1,1
1,0,0,0,3,2
0,0,0,1,1,3
1,0,0,0,1,3
1,0,0,0,3,2
0,0,1,0,1,2
1,0,0,0,1,3
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,7,1
0,0,1,0,11,2
1,0,0,0,7,1
1,0,0,0,11,2
1,0,0,0,2,2
1,0,0,0,3,3
1,0,0,0,7,3
1,0,0,0,4,3
1,0,0,0,3,3
1,0,0,0,1,2
0,0,1,0,2,1
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,4,2
0,0,1,0,3,3
1,0,0,0,1,2
1,0,0,0,3,2
1,0,0,0,3,2
1,0,0,0,1,2
1,0,0,0,4,3
1,0,0,0,3,2
1,0,0,0,3,3
1,0,0,0,7,3
1,0,0,0,3,2
1,0,0,0,3,2
0,1,0,0,7,3
0,0,1,0,23,3
1,0,0,0,3,3
0,1,0,0,2,3
0,1,0,0,2,3
1,0,0,0,3,1
1,0,0,0,2,3
1,0,0,0,7,3
1,0,0,0,1,3
1,0,0,0,1,3
0,0,1,0,7,3
0,0,1,0,1,2
1,0,0,0,7,3
1,0,0,0,1,3
1,0,0,0,3,3
0,0,0,1,1,2
1,0,0,0,3,2
0,0,1,0,3,2
0,0,1,0,1,2
1,0,0,0,1,2
0,0,0,1,3,3
0,1,0,0,2,1
1,0,0,0,3,3
0,1,0,0,1,2
0,0,1,0,7,1
1,0,0,0,3,3
1,0,0,0,2,1
1,0,0,0,3,3
1,0,0,0,1,3
1,0,0,0,4,2
0,1,0,0,3,3
1,0,0,0,4,2
1,0,0,0,3,1
0,1,0,0,3,2
1,0,0,0,1,2
1,0,0,0,3,3
1,0,0,0,3,1
1,0,0,0,3,1
1,0,0,0,2,3
1,0,0,0,7,3
0,0,1,0,7,3
0,0,1,0,1,1
0,0,1,0,4,1
0,0,1,0,3,3
0,0,1,0,4,3
1,0,0,0,1,2
1,0,0,0,1,2
1,0,0,0,3,1
1,0,0,0,4,3
0,0,0,1,2,3
1,0,0,0,4,3
1,0,0,0,2,3
0,0,0,1,2,3
